productid,weight,fat_content,category,outlet_type
109365,11.3,Low Fat,Household,Supermarket Type1
109366,10.85,Low Fat,Snack Foods,Supermarket Type1
109367,5,Low Fat,Soft Drinks,Supermarket Type1
109368,20,Low Fat,Health and Hygiene,Supermarket Type1
109369,,Low Fat,Frozen Foods,Supermarket Type3
109370,10,Low Fat,Canned,Supermarket Type1
109371,,Low Fat,Baking Goods,Grocery Store
109372,8.63,Low Fat,Snack Foods,Supermarket Type1
109373,9.1,LF,Household,Supermarket Type1
109374,6.92,Low Fat,Dairy,Supermarket Type1
109375,6.86,Low Fat,Household,Grocery Store
109376,20,Low Fat,Others,Supermarket Type1
109377,14.1,Low Fat,Fruits and Vegetables,Supermarket Type1
109378,17.6,Low Fat,Frozen Foods,Supermarket Type1
109379,17.75,LF,Seafood,Supermarket Type2
109380,8.6,Regular,Canned,Supermarket Type1
109381,7.27,Low Fat,Health and Hygiene,Supermarket Type2
109382,6.8,Low Fat,Baking Goods,Grocery Store
109383,,Regular,Snack Foods,Supermarket Type3
109384,6.935,Regular,Snack Foods,Supermarket Type1
109385,6.69,Regular,Meat,Supermarket Type1
109386,,Low Fat,Hard Drinks,Supermarket Type3
109387,12.35,Low Fat,Canned,Supermarket Type1
109388,15.6,Low Fat,Fruits and Vegetables,Supermarket Type1
109389,,Regular,Frozen Foods,Supermarket Type3
109390,13.1,Low Fat,Fruits and Vegetables,Supermarket Type1
109391,9.195,Regular,Fruits and Vegetables,Supermarket Type1
109392,11.15,Low Fat,Baking Goods,Supermarket Type1
109393,16.1,Regular,Dairy,Supermarket Type1
109394,6.465,Low Fat,Canned,Supermarket Type1
109395,20.75,Low Fat,Snack Foods,Supermarket Type1
109396,7.655,Low Fat,Canned,Supermarket Type1
109397,20.25,Regular,Dairy,Supermarket Type1
109398,18.75,low fat,Snack Foods,Supermarket Type1
109399,11.5,Regular,Dairy,Supermarket Type1
109400,,Low Fat,Household,Supermarket Type3
109401,,Low Fat,Snack Foods,Supermarket Type3
109402,7.5,Low Fat,Canned,Supermarket Type1
109403,17,Regular,Snack Foods,Supermarket Type1
109404,,Low Fat,Snack Foods,Supermarket Type3
109405,6.03,Low Fat,Dairy,Supermarket Type1
109406,,Regular,Snack Foods,Supermarket Type3
109407,15,Regular,Meat,Supermarket Type1
109408,18.75,Low Fat,Dairy,Supermarket Type1
109409,17.85,Low Fat,Snack Foods,Supermarket Type2
109410,18.35,Low Fat,Hard Drinks,Supermarket Type1
109411,18.35,Regular,Fruits and Vegetables,Supermarket Type1
109412,19.6,Low Fat,Health and Hygiene,Supermarket Type1
109413,,Low Fat,Soft Drinks,Supermarket Type3
109414,14.65,Low Fat,Household,Supermarket Type1
109415,21,Low Fat,Snack Foods,Supermarket Type2
109416,9.6,Low Fat,Household,Supermarket Type1
109417,17.6,Low Fat,Meat,Supermarket Type1
109418,14,Regular,Frozen Foods,Supermarket Type1
109419,6.59,Low Fat,Household,Supermarket Type1
109420,17.6,Regular,Breads,Grocery Store
109421,11.5,Low Fat,Fruits and Vegetables,Supermarket Type1
109422,20.35,Regular,Fruits and Vegetables,Supermarket Type1
109423,18.7,Low Fat,Health and Hygiene,Supermarket Type1
109424,5.46,Regular,Fruits and Vegetables,Supermarket Type1
109425,9.31,Low Fat,Frozen Foods,Supermarket Type1
109426,12.3,Regular,Fruits and Vegetables,Supermarket Type1
109427,18.2,Regular,Fruits and Vegetables,Supermarket Type1
109428,18.25,Low Fat,Snack Foods,Supermarket Type2
109429,18.25,Regular,Dairy,Supermarket Type1
109430,,Low Fat,Household,Grocery Store
109431,10.195,Low Fat,Hard Drinks,Supermarket Type1
109432,5.34,Regular,Snack Foods,Supermarket Type1
109433,,Regular,Dairy,Supermarket Type3
109434,11.15,Regular,Snack Foods,Supermarket Type1
109435,9.8,Low Fat,Meat,Supermarket Type1
109436,12.1,Low Fat,Fruits and Vegetables,Supermarket Type2
109437,,Low Fat,Breads,Supermarket Type3
109438,,Low Fat,Snack Foods,Supermarket Type3
109439,15.5,Low Fat,Snack Foods,Supermarket Type1
109440,15.5,Regular,Snack Foods,Supermarket Type2
109441,5.15,Regular,Meat,Grocery Store
109442,17.25,Low Fat,Frozen Foods,Grocery Store
109443,18.35,Low Fat,Health and Hygiene,Supermarket Type1
109444,6.32,Low Fat,Meat,Grocery Store
109445,5.51,Low Fat,Health and Hygiene,Supermarket Type1
109446,13.35,Low Fat,Dairy,Supermarket Type1
109447,,Low Fat,Breakfast,Grocery Store
109448,,Regular,Fruits and Vegetables,Grocery Store
109449,,Regular,Breads,Supermarket Type3
109450,,Low Fat,Household,Supermarket Type3
109451,14,Low Fat,Fruits and Vegetables,Grocery Store
109452,18.85,Low Fat,Meat,Supermarket Type2
109453,,Regular,Meat,Grocery Store
109454,18.35,Low Fat,Health and Hygiene,Supermarket Type1
109455,10.5,Low Fat,Household,Supermarket Type1
109456,9.6,Regular,Snack Foods,Supermarket Type1
109457,,Low Fat,Snack Foods,Supermarket Type3
109458,6.035,Regular,Baking Goods,Supermarket Type2
109459,6.65,Low Fat,Canned,Supermarket Type2
109460,,Regular,Meat,Supermarket Type3
109461,7.285,Low Fat,Dairy,Supermarket Type1
109462,11.1,Regular,Frozen Foods,Supermarket Type1
109463,11.35,Regular,Fruits and Vegetables,Supermarket Type1
109464,12.3,Low Fat,Snack Foods,Supermarket Type1
109465,11.6,Low Fat,Health and Hygiene,Supermarket Type1
109466,12.3,Regular,Fruits and Vegetables,Supermarket Type1
109467,18.85,Regular,Snack Foods,Supermarket Type1
109468,9.8,Regular,Fruits and Vegetables,Supermarket Type2
109469,7.445,Low Fat,Baking Goods,Supermarket Type1
109470,11.1,Regular,Frozen Foods,Supermarket Type1
109471,21,Low Fat,Snack Foods,Supermarket Type1
109472,20.2,Low Fat,Snack Foods,Supermarket Type1
109473,18.2,Regular,Baking Goods,Supermarket Type1
109474,11.8,Regular,Meat,Supermarket Type1
109475,20.6,Regular,Fruits and Vegetables,Grocery Store
109476,9.8,Low Fat,Soft Drinks,Supermarket Type1
109477,18.6,Low Fat,Snack Foods,Supermarket Type1
109478,13,Low Fat,Household,Supermarket Type1
109479,20.7,Regular,Frozen Foods,Supermarket Type1
109480,9.8,Regular,Snack Foods,Supermarket Type1
109481,9.5,Regular,Meat,Supermarket Type1
109482,21.1,low fat,Household,Supermarket Type1
109483,,Low Fat,Household,Supermarket Type3
109484,8.975,Regular,Canned,Supermarket Type1
109485,4.92,Low Fat,Baking Goods,Supermarket Type1
109486,17.5,Regular,Dairy,Supermarket Type1
109487,,Low Fat,Household,Supermarket Type3
109488,9.695,Regular,Frozen Foods,Supermarket Type1
109489,,Low Fat,Snack Foods,Grocery Store
109490,7.725,LF,Household,Grocery Store
109491,,Low Fat,Baking Goods,Grocery Store
109492,9.6,Low Fat,Household,Supermarket Type1
109493,9.1,Regular,Breads,Grocery Store
109494,17,Regular,Canned,Supermarket Type1
109495,14,Regular,Canned,Supermarket Type1
109496,12.1,Regular,Soft Drinks,Supermarket Type1
109497,19.85,LF,Fruits and Vegetables,Supermarket Type1
109498,17.2,Regular,Canned,Supermarket Type1
109499,8.71,Regular,Canned,Supermarket Type1
109500,6.89,Regular,Snack Foods,Supermarket Type2
109501,18.75,Low Fat,Dairy,Supermarket Type1
109502,,Low Fat,Fruits and Vegetables,Supermarket Type3
109503,14.5,LF,Canned,Supermarket Type1
109504,,Low Fat,Fruits and Vegetables,Grocery Store
109505,,Regular,Fruits and Vegetables,Supermarket Type3
109506,20.75,Low Fat,Health and Hygiene,Supermarket Type1
109507,17.6,Low Fat,Snack Foods,Supermarket Type1
109508,16.85,Low Fat,Snack Foods,Supermarket Type1
109509,20.6,Regular,Snack Foods,Supermarket Type1
109510,5.175,LF,Canned,Supermarket Type1
109511,17.85,Low Fat,Breads,Supermarket Type1
109512,8.93,Low Fat,Dairy,Supermarket Type1
109513,,Regular,Baking Goods,Supermarket Type3
109514,7.655,Low Fat,Canned,Supermarket Type1
109515,18.35,LF,Household,Supermarket Type1
109516,,Low Fat,Household,Supermarket Type3
109517,14,Low Fat,Baking Goods,Supermarket Type1
109518,11.6,Low Fat,Dairy,Supermarket Type1
109519,15.85,Low Fat,Soft Drinks,Supermarket Type2
109520,10.5,Regular,Snack Foods,Supermarket Type1
109521,16.7,Regular,Baking Goods,Supermarket Type1
109522,17.6,Low Fat,Household,Supermarket Type1
109523,18.25,Low Fat,Snack Foods,Supermarket Type2
109524,21.1,Regular,Fruits and Vegetables,Supermarket Type2
109525,9.1,Regular,Breads,Supermarket Type1
109526,15.25,Low Fat,Household,Supermarket Type2
109527,14.35,Low Fat,Health and Hygiene,Supermarket Type1
109528,,Low Fat,Frozen Foods,Supermarket Type3
109529,5.885,Regular,Canned,Supermarket Type1
109530,16.1,Low Fat,Dairy,Supermarket Type1
109531,,Regular,Starchy Foods,Supermarket Type3
109532,19.7,Low Fat,Soft Drinks,Supermarket Type1
109533,11.5,Regular,Frozen Foods,Supermarket Type1
109534,16.5,Regular,Breakfast,Supermarket Type1
109535,15.15,Regular,Frozen Foods,Supermarket Type1
109536,12.15,Regular,Meat,Supermarket Type1
109537,15.7,Regular,Fruits and Vegetables,Supermarket Type1
109538,11.6,Low Fat,Dairy,Supermarket Type1
109539,12.85,Low Fat,Frozen Foods,Supermarket Type1
109540,15,Low Fat,Soft Drinks,Supermarket Type1
109541,11,Regular,Fruits and Vegetables,Supermarket Type1
109542,5.88,Low Fat,Hard Drinks,Supermarket Type1
109543,7.825,Low Fat,Household,Supermarket Type1
109544,,Regular,Frozen Foods,Supermarket Type3
109545,10.695,Regular,Breakfast,Grocery Store
109546,,Low Fat,Health and Hygiene,Supermarket Type3
109547,13.6,Regular,Dairy,Supermarket Type1
109548,8.06,Low Fat,Breakfast,Supermarket Type1
109549,,Low Fat,Canned,Supermarket Type3
109550,7.105,Low Fat,Household,Grocery Store
109551,18.6,LF,Others,Supermarket Type1
109552,9.5,Regular,Fruits and Vegetables,Supermarket Type1
109553,16.85,LF,Fruits and Vegetables,Supermarket Type1
109554,17.85,Low Fat,Snack Foods,Supermarket Type1
109555,13.1,Low Fat,Dairy,Supermarket Type1
109556,11.3,Low Fat,Household,Supermarket Type1
109557,13.3,Low Fat,Baking Goods,Supermarket Type2
109558,15.2,Regular,Fruits and Vegetables,Supermarket Type1
109559,20.7,Regular,Dairy,Supermarket Type2
109560,7.405,Low Fat,Canned,Grocery Store
109561,6.15,Low Fat,Baking Goods,Supermarket Type2
109562,11.35,Regular,Dairy,Supermarket Type1
109563,19.85,Low Fat,Fruits and Vegetables,Supermarket Type1
109564,,Low Fat,Meat,Grocery Store
109565,8.18,Regular,Frozen Foods,Supermarket Type1
109566,12.15,Low Fat,Breads,Supermarket Type1
109567,6.03,Low Fat,Dairy,Supermarket Type1
109568,15.85,Regular,Frozen Foods,Supermarket Type1
109569,18.6,Low Fat,Frozen Foods,Grocery Store
109570,12,Low Fat,Health and Hygiene,Supermarket Type1
109571,17.1,Low Fat,Household,Supermarket Type2
109572,10.5,Regular,Fruits and Vegetables,Supermarket Type1
109573,17.5,LF,Frozen Foods,Supermarket Type1
109574,16.1,Low Fat,Fruits and Vegetables,Supermarket Type1
109575,20.1,Low Fat,Health and Hygiene,Grocery Store
109576,,Low Fat,Breads,Grocery Store
109577,7.55,Regular,Fruits and Vegetables,Grocery Store
109578,19.25,Regular,Meat,Supermarket Type1
109579,19.6,Regular,Frozen Foods,Supermarket Type2
109580,14.85,Regular,Fruits and Vegetables,Supermarket Type2
109581,14.65,Regular,Snack Foods,Supermarket Type2
109582,9.3,Low Fat,Snack Foods,Supermarket Type1
109583,,Regular,Dairy,Supermarket Type3
109584,14.5,Low Fat,Others,Supermarket Type1
109585,8.365,Low Fat,Hard Drinks,Supermarket Type1
109586,12.85,Regular,Fruits and Vegetables,Supermarket Type1
109587,13.5,Regular,Snack Foods,Supermarket Type1
109588,7.365,Low Fat,Snack Foods,Supermarket Type1
109589,21.1,Regular,Breakfast,Supermarket Type1
109590,,Low Fat,Health and Hygiene,Supermarket Type3
109591,9.5,Low Fat,Snack Foods,Supermarket Type1
109592,12.85,Low Fat,Starchy Foods,Supermarket Type1
109593,14,Low Fat,Fruits and Vegetables,Supermarket Type2
109594,18.35,Regular,Fruits and Vegetables,Supermarket Type1
109595,,Regular,Snack Foods,Grocery Store
109596,7.155,Regular,Breads,Supermarket Type1
109597,5.82,Regular,Fruits and Vegetables,Supermarket Type1
109598,17.75,Low Fat,Others,Supermarket Type2
109599,18,Regular,Fruits and Vegetables,Supermarket Type1
109600,7.06,Regular,Starchy Foods,Supermarket Type1
109601,15.6,Low Fat,Dairy,Supermarket Type1
109602,,Low Fat,Health and Hygiene,Supermarket Type3
109603,12.3,Low Fat,Household,Supermarket Type1
109604,15,Regular,Meat,Supermarket Type1
109605,18.2,Low Fat,Snack Foods,Supermarket Type1
109606,20.5,LF,Others,Supermarket Type1
109607,8.27,Regular,Soft Drinks,Supermarket Type1
109608,,Low Fat,Canned,Supermarket Type3
109609,8.93,Low Fat,Dairy,Supermarket Type1
109610,6.215,Regular,Baking Goods,Supermarket Type1
109611,20.25,Regular,Dairy,Supermarket Type1
109612,7.895,Regular,Breakfast,Supermarket Type2
109613,19.35,Regular,Fruits and Vegetables,Supermarket Type1
109614,9.695,Low Fat,Health and Hygiene,Supermarket Type1
109615,,Low Fat,Household,Grocery Store
109616,8.21,Low Fat,Dairy,Supermarket Type1
109617,7.3,Low Fat,Frozen Foods,Supermarket Type1
109618,20,Regular,Canned,Supermarket Type1
109619,7.865,Low Fat,Breakfast,Supermarket Type1
109620,,Low Fat,Dairy,Grocery Store
109621,20.35,Regular,Fruits and Vegetables,Grocery Store
109622,16,Regular,Baking Goods,Supermarket Type1
109623,18,Low Fat,Health and Hygiene,Supermarket Type1
109624,18.7,Low Fat,Frozen Foods,Supermarket Type2
109625,,Regular,Fruits and Vegetables,Supermarket Type3
109626,10.6,Low Fat,Dairy,Supermarket Type1
109627,5.655,LF,Soft Drinks,Supermarket Type1
109628,,Low Fat,Dairy,Grocery Store
109629,10.195,Low Fat,Breads,Supermarket Type2
109630,8.06,Low Fat,Breakfast,Grocery Store
109631,16.35,Regular,Fruits and Vegetables,Grocery Store
109632,6.46,Regular,Fruits and Vegetables,Supermarket Type1
109633,13.5,Low Fat,Household,Supermarket Type1
109634,16.2,Low Fat,Household,Supermarket Type1
109635,19.1,Low Fat,Household,Supermarket Type2
109636,,Low Fat,Hard Drinks,Supermarket Type3
109637,5.48,Low Fat,Frozen Foods,Supermarket Type1
109638,6.055,Low Fat,Fruits and Vegetables,Supermarket Type1
109639,9.6,Low Fat,Health and Hygiene,Supermarket Type1
109640,6.135,Low Fat,Soft Drinks,Grocery Store
109641,8.43,Low Fat,Soft Drinks,Supermarket Type1
109642,8.27,Regular,Soft Drinks,Supermarket Type1
109643,10.195,Regular,Meat,Supermarket Type1
109644,14,Low Fat,Health and Hygiene,Supermarket Type2
109645,8.01,Low Fat,Hard Drinks,Supermarket Type1
109646,16.25,Low Fat,Fruits and Vegetables,Supermarket Type1
109647,13.35,Low Fat,Breads,Supermarket Type1
109648,,Regular,Canned,Supermarket Type3
109649,17.75,Low Fat,Fruits and Vegetables,Supermarket Type1
109650,13.5,Low Fat,Baking Goods,Supermarket Type1
109651,11.8,Regular,Meat,Grocery Store
109652,5.78,Low Fat,Soft Drinks,Supermarket Type1
109653,9,Regular,Breakfast,Supermarket Type2
109654,17.75,Regular,Dairy,Supermarket Type1
109655,8.395,Low Fat,Snack Foods,Supermarket Type1
109656,,Low Fat,Fruits and Vegetables,Supermarket Type3
109657,12.85,LF,Starchy Foods,Supermarket Type2
109658,8.5,Low Fat,Canned,Supermarket Type1
109659,14,LF,Fruits and Vegetables,Supermarket Type1
109660,9.3,low fat,Hard Drinks,Supermarket Type1
109661,15.85,Low Fat,Soft Drinks,Supermarket Type1
109662,10.8,Low Fat,Dairy,Supermarket Type1
109663,7.26,Low Fat,Meat,Grocery Store
109664,18.7,Low Fat,Dairy,Supermarket Type2
109665,16,Low Fat,Dairy,Supermarket Type2
109666,8.895,Low Fat,Household,Supermarket Type1
109667,11.1,Low Fat,Canned,Supermarket Type1
109668,18.85,Low Fat,Hard Drinks,Supermarket Type2
109669,7.905,Low Fat,Hard Drinks,Supermarket Type2
109670,14.7,Low Fat,Hard Drinks,Supermarket Type1
109671,12.6,Regular,Fruits and Vegetables,Supermarket Type1
109672,16,Regular,Snack Foods,Supermarket Type2
109673,,Low Fat,Dairy,Grocery Store
109674,,Regular,Frozen Foods,Supermarket Type3
109675,13.35,Low Fat,Snack Foods,Supermarket Type1
109676,20.1,Low Fat,Dairy,Grocery Store
109677,8.185,Low Fat,Fruits and Vegetables,Supermarket Type2
109678,9.195,Low Fat,Household,Supermarket Type1
109679,19.1,Low Fat,Fruits and Vegetables,Supermarket Type2
109680,12.85,Low Fat,Snack Foods,Supermarket Type1
109681,11.15,Low Fat,Health and Hygiene,Supermarket Type1
109682,9.8,Low Fat,Snack Foods,Supermarket Type1
109683,10.195,Low Fat,Hard Drinks,Supermarket Type1
109684,,Regular,Fruits and Vegetables,Supermarket Type3
109685,12,Low Fat,Canned,Supermarket Type1
109686,,Regular,Fruits and Vegetables,Grocery Store
109687,16.7,Regular,Snack Foods,Supermarket Type1
109688,17.1,LF,Frozen Foods,Supermarket Type1
109689,,Low Fat,Baking Goods,Grocery Store
109690,16.7,Regular,Snack Foods,Supermarket Type1
109691,19.35,Low Fat,Frozen Foods,Supermarket Type1
109692,19.2,Low Fat,Snack Foods,Grocery Store
109693,,Regular,Canned,Supermarket Type3
109694,18.25,Low Fat,Snack Foods,Supermarket Type1
109695,16.75,Low Fat,Breads,Supermarket Type1
109696,17.1,Low Fat,Frozen Foods,Grocery Store
109697,13,Regular,Canned,Supermarket Type1
109698,7.17,Regular,Fruits and Vegetables,Supermarket Type1
109699,19.85,reg,Snack Foods,Grocery Store
109700,,Low Fat,Household,Grocery Store
109701,4.615,Regular,Canned,Supermarket Type1
109702,7.63,Regular,Snack Foods,Supermarket Type2
109703,8.39,Low Fat,Household,Supermarket Type1
109704,5.175,Low Fat,Health and Hygiene,Supermarket Type1
109705,16,Low Fat,Household,Supermarket Type1
109706,,Low Fat,Snack Foods,Grocery Store
109707,,Low Fat,Dairy,Supermarket Type3
109708,,Regular,Dairy,Supermarket Type3
109709,9.5,Regular,Starchy Foods,Supermarket Type2
109710,10.895,Low Fat,Fruits and Vegetables,Supermarket Type2
109711,,Regular,Meat,Grocery Store
109712,17.2,Regular,Canned,Supermarket Type1
109713,19.85,Low Fat,Fruits and Vegetables,Supermarket Type2
109714,6.385,Low Fat,Hard Drinks,Grocery Store
109715,11.65,Low Fat,Hard Drinks,Supermarket Type1
109716,12.85,Low Fat,Snack Foods,Supermarket Type1
109717,17.7,Regular,Frozen Foods,Supermarket Type1
109718,9.1,Regular,Breads,Supermarket Type1
109719,15.5,Regular,Fruits and Vegetables,Supermarket Type1
109720,16.35,Low Fat,Household,Supermarket Type1
109721,10.695,Regular,Snack Foods,Supermarket Type2
109722,16.6,Low Fat,Fruits and Vegetables,Supermarket Type1
109723,,Regular,Starchy Foods,Grocery Store
109724,13.15,Regular,Fruits and Vegetables,Supermarket Type2
109725,11.5,Regular,Frozen Foods,Supermarket Type1
109726,,Low Fat,Household,Supermarket Type3
109727,,Regular,Baking Goods,Supermarket Type3
109728,5.63,Regular,Meat,Supermarket Type1
109729,19.2,Regular,Canned,Supermarket Type2
109730,,Low Fat,Meat,Supermarket Type3
109731,6.695,Low Fat,Frozen Foods,Supermarket Type1
109732,15.75,Low Fat,Baking Goods,Supermarket Type1
109733,12.5,Low Fat,Fruits and Vegetables,Supermarket Type1
109734,21.25,Low Fat,Meat,Grocery Store
109735,,Low Fat,Household,Supermarket Type3
109736,18.85,Low Fat,Household,Supermarket Type2
109737,20.1,Low Fat,Household,Supermarket Type1
109738,11.395,Low Fat,Health and Hygiene,Supermarket Type1
109739,9.3,Low Fat,Breads,Supermarket Type1
109740,,Low Fat,Household,Supermarket Type3
109741,12.8,Low Fat,Others,Grocery Store
109742,6.8,Low Fat,Baking Goods,Supermarket Type1
109743,,low fat,Health and Hygiene,Supermarket Type3
109744,15,Regular,Baking Goods,Supermarket Type1
109745,19.85,Regular,Breads,Supermarket Type1
